"TripType","VisitNumber","Weekday","Upc","ScanCount","DepartmentDescription","FinelineNumber"
42,19611,"Sunday",978144946225,1,"BOOKS AND MAGAZINES",528
9,19612,"Sunday",3825775064,1,"MENS WEAR",8159
38,19616,"Sunday",1600048769,1,"GROCERY DRY GOODS",3555
38,19616,"Sunday",7874235186,1,"DAIRY",1508
38,19616,"Sunday",88491201427,1,"GROCERY DRY GOODS",3555
38,19616,"Sunday",60538871457,1,"DAIRY",9100
25,19622,"Sunday",489396608895,1,"MENS WEAR",229
25,19622,"Sunday",88602800842,1,"MENS WEAR",8131
25,19622,"Sunday",1478256142,1,"MENS WEAR",8514
25,19622,"Sunday",88530637207,1,"MENS WEAR",5201
38,19624,"Sunday",7874235186,1,"DAIRY",1508
38,19624,"Sunday",3663202760,1,"DAIRY",1443
38,19624,"Sunday",5020000880,3,"DAIRY",1407
40,19627,"Sunday",67811256544,1,"HOUSEHOLD CHEMICALS/SUPP",6510
40,19627,"Sunday",4369515990,1,"FROZEN FOODS",1952
40,19627,"Sunday",1769640708,1,"FROZEN FOODS",4072
40,19627,"Sunday",7778201456,1,"MEAT - FRESH & FROZEN",6301
40,19627,"Sunday",7047048545,1,"DAIRY",1344
40,19627,"Sunday",60538871457,1,"DAIRY",9100
40,19627,"Sunday",4470005876,1,"PRE PACKED DELI",1350
40,19627,"Sunday",68113132898,1,"PRODUCE",7025
40,19627,"Sunday",78113880220,1,"DSD GROCERY",9258
40,19627,"Sunday",7874203454,1,"HOUSEHOLD CHEMICALS/SUPP",8599
40,19627,"Sunday",7870080162,2,"COMM BREAD",3702
40,19627,"Sunday",7179857564,1,"HOUSEHOLD CHEMICALS/SUPP",9520
40,19627,"Sunday",22716200000,1,"MEAT - FRESH & FROZEN",6566
40,19627,"Sunday",22846000000,1,"MEAT - FRESH & FROZEN",9386
40,19627,"Sunday",1600027566,1,"GROCERY DRY GOODS",3600
40,19627,"Sunday",1600043473,1,"GROCERY DRY GOODS",3600
40,19627,"Sunday",3700081251,1,"HOUSEHOLD CHEMICALS/SUPP",8910
40,19627,"Sunday",1600027569,1,"GROCERY DRY GOODS",3600
40,19627,"Sunday",7199800001,1,"GROCERY DRY GOODS",4254
40,19627,"Sunday",7218063469,1,"FROZEN FOODS",9116
40,19627,"Sunday",3500046281,1,"HOUSEHOLD CHEMICALS/SUPP",130
40,19627,"Sunday",4048,1,"PRODUCE",901
40,19627,"Sunday",6827473529,1,"DSD GROCERY",2351
40,19627,"Sunday",2032300514,1,"MEAT - FRESH & FROZEN",6552
40,19627,"Sunday",4460030786,1,"HOUSEHOLD CHEMICALS/SUPP",1014
40,19627,"Sunday",2370001965,1,"MEAT - FRESH & FROZEN",3006
40,19627,"Sunday",4330137000,1,"FROZEN FOODS",1801
40,19627,"Sunday",7756726530,1,"FROZEN FOODS",1853
40,19627,"Sunday",3700026536,1,"HOUSEHOLD CHEMICALS/SUPP",9051
40,19627,"Sunday",7460905439,1,"GROCERY DRY GOODS",2303
40,19627,"Sunday",3120020007,1,"DSD GROCERY",4639
40,19627,"Sunday",2840006408,1,"DSD GROCERY",7002
40,19627,"Sunday",7874235187,1,"DAIRY",1508
44,19630,"Sunday",1199500672,1,"IMPULSE MERCHANDISE",8240
44,19630,"Sunday",89010451178,-1,"BATH AND SHOWER",9920
44,19630,"Sunday",89010451178,2,"BATH AND SHOWER",9920
44,19630,"Sunday",1370085656,1,"HOUSEHOLD PAPER GOODS",211
44,19630,"Sunday",7874202613,1,"HOUSEHOLD CHEMICALS/SUPP",4510
44,19630,"Sunday",3500076552,1,"PERSONAL CARE",203
44,19630,"Sunday",3410000355,2,"LIQUOR,WINE,BEER",1201
44,19630,"Sunday",7431974011,1,"OFFICE SUPPLIES",3548
44,19630,"Sunday",2120057235,1,"HOUSEHOLD CHEMICALS/SUPP",9530
44,19630,"Sunday",3600038571,1,"HOUSEHOLD PAPER GOODS",3099
44,19630,"Sunday",68113102621,1,"ELECTRONICS",4820
44,19630,"Sunday",2220000490,1,"PERSONAL CARE",60
44,19630,"Sunday",4460030058,1,"HOUSEHOLD CHEMICALS/SUPP",52
44,19630,"Sunday",4650071108,1,"HOUSEHOLD CHEMICALS/SUPP",3020
44,19630,"Sunday",79379552588,1,"ELECTRONICS",4811
44,19630,"Sunday",7316199909,1,"BATH AND SHOWER",4910
44,19630,"Sunday",7874203952,3,"HOUSEHOLD PAPER GOODS",110
44,19630,"Sunday",2310011131,1,"PETS AND SUPPLIES",230
44,19630,"Sunday",7316102990,1,"BATH AND SHOWER",4905
44,19630,"Sunday",3160066422,1,"SHOES",2606
44,19630,"Sunday",80940705962,1,"BATH AND SHOWER",8902
44,19630,"Sunday",5138638003,1,"HOUSEHOLD CHEMICALS/SUPP",9720
44,19630,"Sunday",3320011321,1,"HOUSEHOLD CHEMICALS/SUPP",8920
39,19633,"Sunday",2428615465,1,"PHARMACY OTC",4081
39,19633,"Sunday",68113173927,1,"PHARMACY OTC",1354
39,19633,"Sunday",5000058603,1,"PETS AND SUPPLIES",1001
39,19633,"Sunday",3040021640,1,"HOUSEHOLD PAPER GOODS",1020
39,19633,"Sunday",4650073332,1,"HOUSEHOLD CHEMICALS/SUPP",8910
39,19633,"Sunday",2420005019,1,"HOUSEHOLD CHEMICALS/SUPP",730
39,19633,"Sunday",3160404077,1,"PHARMACY OTC",604
39,19633,"Sunday",6132837704,1,"HOUSEHOLD PAPER GOODS",3091
39,19633,"Sunday",60538816329,1,"SHOES",8975
39,19633,"Sunday",78436970091,1,"PETS AND SUPPLIES",5010
39,19633,"Sunday",7874203524,1,"DSD GROCERY",9220
26,19634,"Sunday",3920897709,1,"HARDWARE",4312
26,19634,"Sunday",3087899060,1,"IMPULSE MERCHANDISE",9005
32,19637,"Sunday",88439259266,1,"INFANT CONSUMABLE HARDLINES",527
32,19637,"Sunday",5000021667,2,"INFANT CONSUMABLE HARDLINES",723
32,19637,"Sunday",6554108327,1,"TOYS",2338
8,19638,"Sunday",7033064576,1,"IMPULSE MERCHANDISE",202
8,19638,"Sunday",4650071813,1,"HOUSEHOLD CHEMICALS/SUPP",8599
8,19638,"Sunday",3400000007,1,"IMPULSE MERCHANDISE",145
999,19640,"Sunday",7780259133,1,"BEAUTY",1265
999,19640,"Sunday",7780256941,1,"BEAUTY",2050
999,19640,"Sunday",3400004861,1,"CANDY, TOBACCO, COOKIES",79
999,19640,"Sunday",7417031187,1,"BEAUTY",2130
999,19640,"Sunday",3400008803,1,"CANDY, TOBACCO, COOKIES",79
999,19640,"Sunday",7780259321,1,"BEAUTY",2267
999,19640,"Sunday",7780241531,1,"BEAUTY",2130
999,19640,"Sunday",7780200568,1,"BEAUTY",2267
8,19643,"Sunday",2200000484,1,"IMPULSE MERCHANDISE",135
8,19643,"Sunday",7800008246,1,"DSD GROCERY",9580
8,19647,"Sunday",3338365020,-1,"PRODUCE",7501
8,19647,"Sunday",3338365020,1,"PRODUCE",7501
8,19647,"Sunday",7283305032,1,"HOUSEHOLD CHEMICALS/SUPP",8010
8,19647,"Sunday",7874235186,1,"DAIRY",1508
40,19649,"Sunday",7290200612,1,"PERSONAL CARE",5111
40,19649,"Sunday",85862900106,2,"GROCERY DRY GOODS",2992
40,19649,"Sunday",85862900132,1,"GROCERY DRY GOODS",2992
40,19649,"Sunday",1417841855,2,"SHEER HOSIERY",2761
40,19649,"Sunday",81837101107,1,"SEAFOOD",9704
40,19649,"Sunday",81837101104,1,"SEAFOOD",9704
40,19649,"Sunday",2265571555,1,"MEAT - FRESH & FROZEN",6158
40,19649,"Sunday",3700072823,1,"PERSONAL CARE",202
40,19649,"Sunday",4100000287,1,"GROCERY DRY GOODS",3351
40,19649,"Sunday",8000049564,1,"GROCERY DRY GOODS",2901
40,19649,"Sunday",4900000463,1,"DSD GROCERY",10
40,19649,"Sunday",7874237117,1,"GROCERY DRY GOODS",4451
40,19649,"Sunday",2430004450,1,"COMM BREAD",3723
40,19649,"Sunday",7418227091,1,"PERSONAL CARE",3185
40,19649,"Sunday",4900000977,1,"DSD GROCERY",9211
40,19649,"Sunday",7874298522,1,"BAKERY",5024
40,19649,"Sunday",64901075190,1,"PERSONAL CARE",6113
40,19649,"Sunday",3338365020,1,"PRODUCE",7501
24,19650,"Sunday",74027501321,1,"AUTOMOTIVE",8091
24,19650,"Sunday",4009414210,1,"HOME MANAGEMENT",3006
7,19652,"Sunday",4470007352,1,"PRE PACKED DELI",7554
7,19652,"Sunday",4812127707,1,"COMM BREAD",3719
7,19652,"Sunday",7763304547,1,"COMM BREAD",3701
7,19652,"Sunday",71514151464,1,"DAIRY",9114
39,19653,"Sunday",3663202760,1,"DAIRY",1443
39,19653,"Sunday",4400003213,2,"IMPULSE MERCHANDISE",804
39,19653,"Sunday",4460030776,1,"HOUSEHOLD CHEMICALS/SUPP",1015
39,19653,"Sunday",7047043826,1,"DAIRY",1345
39,19653,"Sunday",4400003111,1,"DSD GROCERY",3717
39,19653,"Sunday",4400003219,1,"DSD GROCERY",3605
39,19653,"Sunday",2200000514,1,"IMPULSE MERCHANDISE",135
39,19653,"Sunday",7153478058,1,"INFANT CONSUMABLE HARDLINES",2108
39,19653,"Sunday",6827473441,1,"DSD GROCERY",2351
39,19653,"Sunday",4138309073,2,"DAIRY",1505
20,19654,"Sunday",79316591164,1,"AUTOMOTIVE",4034
20,19654,"Sunday",4900004086,1,"DSD GROCERY",9546
20,19654,"Sunday",71628150704,-1,"AUTOMOTIVE",7155
20,19654,"Sunday",71628150704,1,"AUTOMOTIVE",7155
20,19654,"Sunday",7919100143,2,"AUTOMOTIVE",6000
20,19654,"Sunday",73785778891,1,"AUTOMOTIVE",3810
36,19658,"Sunday",3000016918,1,"DSD GROCERY",4669
36,19658,"Sunday",6827473441,1,"DSD GROCERY",2351
36,19658,"Sunday",3700043611,1,"PHARMACY OTC",281
36,19658,"Sunday",3000016947,1,"DSD GROCERY",4669
36,19658,"Sunday",83918608858,1,"BEAUTY",3222
36,19658,"Sunday",3700027268,1,"PHARMACY OTC",250
36,19658,"Sunday",3700087147,2,"HOUSEHOLD PAPER GOODS",3041
36,19658,"Sunday",30997542039,1,"BEAUTY",3304
36,19659,"Sunday",7940034219,1,"PERSONAL CARE",27
36,19659,"Sunday",1111126973,1,"PERSONAL CARE",3163
36,19659,"Sunday",1111126551,1,"PERSONAL CARE",4941
36,19659,"Sunday",7940026925,1,"PERSONAL CARE",5023
36,19659,"Sunday",7410855351,1,"PERSONAL CARE",5102
36,19659,"Sunday",30521500700,1,"PERSONAL CARE",3010
36,19659,"Sunday",1150906027,1,"PHARMACY OTC",4500
36,19659,"Sunday",4000000031,1,"IMPULSE MERCHANDISE",100
36,19659,"Sunday",38137115892,1,"PHARMACY OTC",3516
36,19659,"Sunday",2200001110,1,"CANDY, TOBACCO, COOKIES",707
36,19659,"Sunday",2840032040,1,"IMPULSE MERCHANDISE",807
4,19662,"Sunday",1727622698,1,"PHARMACY OTC",3515
4,19662,"Sunday",7003031026,1,"PHARMACY OTC",1120
4,19662,"Sunday",68113106448,1,"PHARMACY OTC",1120
4,19662,"Sunday",83889103072,1,"PHARMACY OTC",3701
4,19662,"Sunday",2318597451,1,"PHARMACY OTC",3523
34,19663,"Sunday",7874214813,1,"COMM BREAD",3713
34,19663,"Sunday",5000046289,1,"PETS AND SUPPLIES",1020
34,19663,"Sunday",7874222953,1,"DSD GROCERY",4636
34,19663,"Sunday",2310010296,1,"PETS AND SUPPLIES",1436
34,19663,"Sunday",2310010296,2,"PETS AND SUPPLIES",1436
42,19666,"Sunday",7797509093,-1,"IMPULSE MERCHANDISE",808
42,19666,"Sunday",5107107219,1,"MENS WEAR",1012
42,19666,"Sunday",3167396512,1,"AUTOMOTIVE",5001
42,19666,"Sunday",81146901050,1,"TOYS",1405
42,19666,"Sunday",76163520390,1,"PRODUCE",3509
42,19666,"Sunday",7874235187,1,"DAIRY",1508
42,19666,"Sunday",7874201292,1,"DAIRY",7960
42,19666,"Sunday",3663202635,2,"DAIRY",1430
42,19666,"Sunday",5107107205,2,"MENS WEAR",1012
42,19666,"Sunday",3663202931,1,"DAIRY",1439
42,19666,"Sunday",4400002950,2,"IMPULSE MERCHANDISE",804
42,19666,"Sunday",5107121793,1,"MENS WEAR",1045
42,19666,"Sunday",7797509093,3,"IMPULSE MERCHANDISE",808
23,19668,"Sunday",7684036395,1,"FROZEN FOODS",9151
23,19668,"Sunday",4549690336,1,"PLAYERS AND ELECTRONICS",1134
23,19668,"Sunday",7684010035,1,"FROZEN FOODS",9151
23,19668,"Sunday",4133382501,1,"IMPULSE MERCHANDISE",904
23,19668,"Sunday",3700089131,1,"HOUSEHOLD CHEMICALS/SUPP",511
25,19669,"Sunday",4032625688,1,"LADIESWEAR",663
25,19669,"Sunday",2200000067,2,"IMPULSE MERCHANDISE",135
25,19669,"Sunday",88616683150,1,"GIRLS WEAR, 4-6X  AND 7-14",2013
25,19669,"Sunday",81755301303,1,"GIRLS WEAR, 4-6X  AND 7-14",3258
25,19669,"Sunday",4383417325,1,"GIRLS WEAR, 4-6X  AND 7-14",8704
25,19669,"Sunday",84273309660,1,"LADIESWEAR",18
24,19670,"Sunday",83632100651,1,"COOK AND DINE",438
24,19670,"Sunday",3600038559,1,"HOUSEHOLD PAPER GOODS",3020
24,19670,"Sunday",2430004362,1,"COMM BREAD",3709
42,19672,"Sunday",67571642679,1,"BEDDING",3240
42,19672,"Sunday",4316894530,1,"HARDWARE",5205
42,19672,"Sunday",2833253864,3,"COOK AND DINE",2561
42,19672,"Sunday",880634546609,1,"INFANT APPAREL",6901
42,19672,"Sunday",2833252288,1,"COOK AND DINE",2575
42,19672,"Sunday",3700094595,1,"PERSONAL CARE",9108
42,19672,"Sunday",66317710861,1,"INFANT APPAREL",6350
42,19672,"Sunday",8123884204,2,"HOUSEHOLD CHEMICALS/SUPP",3610
42,19672,"Sunday",68113105616,1,"INFANT CONSUMABLE HARDLINES",9013
42,19672,"Sunday",4400003113,1,"DSD GROCERY",3717
42,19672,"Sunday",2840004024,1,"DSD GROCERY",3658
42,19672,"Sunday",1089254489,1,"HOME DECOR",519
42,19672,"Sunday",1650053764,1,"PHARMACY OTC",1121
42,19672,"Sunday",1089254489,-1,"HOME DECOR",519
42,19672,"Sunday",4400088032,1,"DSD GROCERY",3630
42,19672,"Sunday",4316890703,2,"HARDWARE",4507
42,19672,"Sunday",1200542757,1,"HOUSEHOLD CHEMICALS/SUPP",585
42,19672,"Sunday",3800084577,1,"DSD GROCERY",3353
42,19672,"Sunday",1089254489,1,"HOME DECOR",519
42,19672,"Sunday",7874235187,1,"DAIRY",1508
42,19672,"Sunday",60308424266,1,"PERSONAL CARE",5317
42,19672,"Sunday",35058053408,1,"PHARMACY OTC",1353
42,19672,"Sunday",3500068953,1,"PERSONAL CARE",403
42,19672,"Sunday",7763304547,1,"COMM BREAD",3701
42,19672,"Sunday",880634546084,1,"INFANT APPAREL",6359
42,19672,"Sunday",7261346066,1,"HOUSEHOLD CHEMICALS/SUPP",2060
42,19672,"Sunday",2833253867,2,"COOK AND DINE",2541
42,19672,"Sunday",72453676925,1,"INFANT APPAREL",6335
42,19672,"Sunday",890129801568,1,"COOK AND DINE",2530
42,19672,"Sunday",880634546079,1,"INFANT APPAREL",6359
42,19672,"Sunday",67571642681,1,"BEDDING",3248
42,19672,"Sunday",72186231223,1,"COOK AND DINE",2545
42,19672,"Sunday",880634546199,1,"INFANT APPAREL",6359
42,19672,"Sunday",890129801566,1,"COOK AND DINE",2530
35,19675,"Sunday",3760016856,1,"PRE PACKED DELI",7657
35,19675,"Sunday",1600016490,1,"DSD GROCERY",3665
35,19675,"Sunday",3400000239,1,"IMPULSE MERCHANDISE",100
35,19675,"Sunday",7265546003,1,"FROZEN FOODS",4138
35,19675,"Sunday",7047048605,2,"DAIRY",1436
35,19675,"Sunday",7084702152,2,"DSD GROCERY",3054
38,19676,"Sunday",7874202903,1,"FROZEN FOODS",9115
38,19676,"Sunday",7874202905,1,"FROZEN FOODS",9115
38,19676,"Sunday",7874205171,1,"DSD GROCERY",3301
38,19676,"Sunday",68113109121,1,"PRODUCE",7649
38,19676,"Sunday",76163520390,1,"PRODUCE",3509
38,19676,"Sunday",7874203977,1,"DAIRY",7955
38,19676,"Sunday",7874220622,1,"DSD GROCERY",3301
38,19676,"Sunday",2100000109,1,"DAIRY",7953
38,19676,"Sunday",7225001739,1,"COMM BREAD",3701
38,19676,"Sunday",4240091278,1,"GROCERY DRY GOODS",3630
38,19676,"Sunday",3663200260,1,"DAIRY",1360
38,19676,"Sunday",7874235187,1,"DAIRY",1508
38,19676,"Sunday",7874220625,1,"DSD GROCERY",3301
38,19676,"Sunday",2100000109,1,"DAIRY",7953
38,19676,"Sunday",7874237419,1,"DAIRY",1201
38,19676,"Sunday",1600074334,1,"GROCERY DRY GOODS",3808
38,19676,"Sunday",4157002970,1,"DSD GROCERY",9452
38,19676,"Sunday",1380062742,1,"FROZEN FOODS",1901
38,19676,"Sunday",4000049598,1,"CANDY, TOBACCO, COOKIES",82
7,19680,"Sunday",6414404306,1,"GROCERY DRY GOODS",3005
7,19680,"Sunday",5410092502,1,"GROCERY DRY GOODS",2953
36,19681,"Sunday",36373644305,1,"PHARMACY OTC",4002
36,19681,"Sunday",68113129777,1,"PHARMACY OTC",4007
36,19681,"Sunday",1150900372,1,"PHARMACY OTC",4523
36,19681,"Sunday",980012301,1,"IMPULSE MERCHANDISE",115
36,19681,"Sunday",68113110454,1,"PERSONAL CARE",3064
36,19681,"Sunday",30041669425,1,"PERSONAL CARE",403
36,19681,"Sunday",68113110523,1,"PERSONAL CARE",3064
999,19682,"Sunday",68113174202,1,"FINANCIAL SERVICES",0
39,19683,"Sunday",68113107445,1,"PERSONAL CARE",1403
39,19683,"Sunday",7870080237,1,"COMM BREAD",3702
39,19683,"Sunday",8079380857,1,"DSD GROCERY",3004
39,19683,"Sunday",7874203253,1,"DSD GROCERY",4261
39,19683,"Sunday",3760061792,1,"MEAT - FRESH & FROZEN",6302
39,19683,"Sunday",63084090318,1,"PERSONAL CARE",3140
39,19683,"Sunday",4180050127,1,"GROCERY DRY GOODS",2602
39,19683,"Sunday",7261370863,1,"HOUSEHOLD CHEMICALS/SUPP",2080
39,19683,"Sunday",4300004421,1,"DAIRY",1552
39,19683,"Sunday",7940044564,1,"PERSONAL CARE",4942
39,19683,"Sunday",2800089625,2,"DAIRY",1506
39,19683,"Sunday",5150025594,1,"GROCERY DRY GOODS",2500
39,19683,"Sunday",4016,1,"PRODUCE",1201
40,19685,"Sunday",7169130911,1,"HOME MANAGEMENT",8905
40,19685,"Sunday",8680000964,1,"BEAUTY",2080
40,19685,"Sunday",74319570062,1,"SPORTING GOODS",5370
40,19685,"Sunday",4166703815,1,"DSD GROCERY",3662
40,19685,"Sunday",67571659549,1,"BEDDING",8011
40,19685,"Sunday",3400040551,1,"CANDY, TOBACCO, COOKIES",79
40,19685,"Sunday",38137005685,1,"PHARMACY OTC",3516
40,19685,"Sunday",7874209523,1,"DSD GROCERY",3563
40,19685,"Sunday",1070002152,1,"CANDY, TOBACCO, COOKIES",521
40,19685,"Sunday",4470002458,1,"PRE PACKED DELI",7651
40,19685,"Sunday",2800008040,1,"CANDY, TOBACCO, COOKIES",521
40,19685,"Sunday",68113105293,1,"PHARMACY OTC",3516
40,19685,"Sunday",4155428144,1,"BEAUTY",2230
40,19685,"Sunday",4470036147,1,"PRE PACKED DELI",7651
40,19685,"Sunday",4470002455,4,"PRE PACKED DELI",7651
40,19685,"Sunday",4400003043,1,"DSD GROCERY",3713
40,19685,"Sunday",38137004768,1,"PHARMACY OTC",3516
7,19686,"Sunday",5084432907,1,"PHARMACY OTC",1352
7,19686,"Sunday",73114965420,1,"SEAFOOD",1078
7,19686,"Sunday",4016,1,"PRODUCE",1201
7,19686,"Sunday",2260093050,1,"PHARMACY OTC",4501
8,19688,"Sunday",1111113069,1,"PERSONAL CARE",4941
8,19689,"Sunday",1700002670,1,"PERSONAL CARE",3183
38,19691,"Sunday",81829001415,1,"DAIRY",1450
38,19691,"Sunday",81829001391,1,"DAIRY",1450
38,19691,"Sunday",4850000818,1,"DAIRY",1404
38,19691,"Sunday",7225003712,2,"COMM BREAD",3710
38,19691,"Sunday",72201100004,1,"BOOKS AND MAGAZINES",777
38,19691,"Sunday",89470001006,1,"DAIRY",1450
38,19691,"Sunday",2500001927,1,"DAIRY",1407
38,19691,"Sunday",7047044448,1,"DAIRY",1450
25,19692,"Sunday",7482064545,1,"BOOKS AND MAGAZINES",8203
25,19692,"Sunday",88530617603,1,"MENS WEAR",1101
25,19692,"Sunday",4900005011,2,"DSD GROCERY",9570
25,19692,"Sunday",7336118000,1,"BOOKS AND MAGAZINES",8203
25,19692,"Sunday",72201100004,1,"BOOKS AND MAGAZINES",777
25,19692,"Sunday",4900000045,1,"DSD GROCERY",9546
25,19692,"Sunday",88810911010,1,"COMM BREAD",3705
25,19692,"Sunday",61305819798,1,"MENSWEAR",6334
32,19694,"Sunday",3600031803,1,"INFANT CONSUMABLE HARDLINES",9006
32,19694,"Sunday",4400003213,1,"IMPULSE MERCHANDISE",804
32,19694,"Sunday",4400003412,1,"IMPULSE MERCHANDISE",804
32,19694,"Sunday",1500007011,1,"INFANT CONSUMABLE HARDLINES",3170
32,19694,"Sunday",3600043501,1,"INFANT CONSUMABLE HARDLINES",203
32,19694,"Sunday",3600043218,2,"INFANT CONSUMABLE HARDLINES",9006
32,19694,"Sunday",3600043220,1,"INFANT CONSUMABLE HARDLINES",9006
41,19695,"Sunday",88348471793,1,"PERSONAL CARE",113
41,19695,"Sunday",1117999867,2,"CELEBRATION",250
41,19695,"Sunday",7144441396,1,"CELEBRATION",22
41,19695,"Sunday",1326264678,1,"GIRLS WEAR, 4-6X  AND 7-14",2601
41,19695,"Sunday",1326264645,1,"GIRLS WEAR, 4-6X  AND 7-14",2601
41,19695,"Sunday",7989602488,1,"PERSONAL CARE",9107
41,19695,"Sunday",3700030659,1,"PHARMACY OTC",254
41,19695,"Sunday",4400003412,1,"IMPULSE MERCHANDISE",804
41,19695,"Sunday",4400003215,1,"IMPULSE MERCHANDISE",804
41,19695,"Sunday",7641052138,1,"DSD GROCERY",3711
41,19695,"Sunday",3400000669,2,"IMPULSE MERCHANDISE",145
41,19695,"Sunday",6310872849,1,"BEDDING",2113
41,19695,"Sunday",7314984283,-1,"HOME MANAGEMENT",6616
41,19695,"Sunday",7314984283,1,"HOME MANAGEMENT",6616
41,19695,"Sunday",7144430094,1,"CELEBRATION",22
41,19695,"Sunday",880619230059,1,"GIRLS WEAR, 4-6X  AND 7-14",449
41,19695,"Sunday",4747561467,1,"CELEBRATION",6536
41,19695,"Sunday",61126915123,1,"DSD GROCERY",3467
41,19695,"Sunday",880619230109,1,"GIRLS WEAR, 4-6X  AND 7-14",449
41,19695,"Sunday",7675333423,1,"HOME MANAGEMENT",2540
41,19695,"Sunday",1111134485,1,"PERSONAL CARE",3170
41,19695,"Sunday",880615604906,1,"GIRLS WEAR, 4-6X  AND 7-14",449
34,19696,"Sunday",7874202142,1,"PETS AND SUPPLIES",203
34,19696,"Sunday",61791465945,2,"BRAS & SHAPEWEAR",3030
34,19696,"Sunday",4741723832,1,"SHEER HOSIERY",2700
34,19696,"Sunday",1901461278,1,"PETS AND SUPPLIES",2025
34,19696,"Sunday",4271427810,1,"BRAS & SHAPEWEAR",3030
8,19700,"Sunday",3700019523,1,"PERSONAL CARE",203
40,19702,"Sunday",2700037837,1,"GROCERY DRY GOODS",2831
40,19702,"Sunday",75527771080,1,"HARDWARE",5402
40,19702,"Sunday",7871527671,3,"LADIESWEAR",599
40,19702,"Sunday",7871527671,-1,"LADIESWEAR",599
40,19702,"Sunday",7871527671,2,"LADIESWEAR",599
40,19702,"Sunday",4732590851,1,"GROCERY DRY GOODS",3903
40,19702,"Sunday",3800084523,1,"DSD GROCERY",3353
40,19702,"Sunday",68113106620,1,"HARDWARE",4908
40,19702,"Sunday",1780016540,1,"PETS AND SUPPLIES",809
40,19702,"Sunday",7871527680,1,"LADIESWEAR",599
40,19702,"Sunday",2149601553,1,"LAWN AND GARDEN",5103
40,19702,"Sunday",5000058142,2,"PETS AND SUPPLIES",630
40,19702,"Sunday",68113107020,1,"PETS AND SUPPLIES",802
40,19702,"Sunday",88796103710,1,"TOYS",1503
40,19702,"Sunday",68113126641,1,"PETS AND SUPPLIES",825
40,19702,"Sunday",7198612062,1,"GROCERY DRY GOODS",3555
40,19702,"Sunday",7342052440,1,"DAIRY",1352
40,19702,"Sunday",7160300123,1,"BEAUTY",3502
40,19702,"Sunday",7874235186,1,"DAIRY",1508
40,19702,"Sunday",4900002468,4,"DSD GROCERY",3042
40,19702,"Sunday",5000065522,1,"PETS AND SUPPLIES",630
40,19702,"Sunday",5000035124,10,"PETS AND SUPPLIES",630
40,19702,"Sunday",1600047608,1,"GROCERY DRY GOODS",3559
40,19702,"Sunday",3810013871,1,"PETS AND SUPPLIES",410
40,19702,"Sunday",4318018160,1,"HARDWARE",8255
40,19702,"Sunday",2100061223,1,"DAIRY",7974
40,19702,"Sunday",1070006065,1,"IMPULSE MERCHANDISE",115
40,19702,"Sunday",7048501920,1,"COOK AND DINE",6
40,19702,"Sunday",7198612061,1,"GROCERY DRY GOODS",3555
40,19702,"Sunday",7160313543,1,"BEAUTY",3502
40,19702,"Sunday",7871544247,1,"LADIESWEAR",2552
40,19702,"Sunday",7871544247,1,"LADIESWEAR",2552
40,19702,"Sunday",2149629753,1,"LAWN AND GARDEN",5101
40,19702,"Sunday",2100005371,1,"DAIRY",7955
40,19702,"Sunday",3800012285,1,"DSD GROCERY",3353
32,19703,"Sunday",7223900280,2,"INFANT CONSUMABLE HARDLINES",1001
39,19704,"Sunday",68113103417,1,"PHARMACY OTC",5535
39,19704,"Sunday",2840024012,1,"DSD GROCERY",4402
39,19704,"Sunday",7874206998,1,"HOUSEHOLD PAPER GOODS",6030
39,19704,"Sunday",2200000067,1,"IMPULSE MERCHANDISE",135
39,19704,"Sunday",7874203951,1,"HOUSEHOLD PAPER GOODS",3011
39,19704,"Sunday",3400000239,1,"IMPULSE MERCHANDISE",100
8,19705,"Sunday",7114233416,2,"DSD GROCERY",9213
7,19709,"Monday",7874214098,1,"GROCERY DRY GOODS",3559
7,19709,"Monday",4119640482,2,"GROCERY DRY GOODS",3108
7,19709,"Monday",7874211700,1,"DAIRY",1404
7,19709,"Monday",4223830241,1,"IMPULSE MERCHANDISE",125
7,19709,"Monday",4470003050,1,"PRE PACKED DELI",7554
39,19711,"Monday",4900002826,1,"DSD GROCERY",9214
39,19711,"Monday",38137003916,1,"BEAUTY",4020
39,19711,"Monday",38137001531,1,"BEAUTY",4020
39,19711,"Monday",4046,1,"PRODUCE",5620
39,19711,"Monday",78035378403,1,"PRODUCE",3601
39,19711,"Monday",7301000915,1,"PHARMACY OTC",264
39,19711,"Monday",74236526445,1,"DAIRY",1510
39,19711,"Monday",1600048366,1,"GROCERY DRY GOODS",3559
39,19711,"Monday",30521500700,1,"PERSONAL CARE",3010
39,19711,"Monday",1600027534,1,"GROCERY DRY GOODS",3600
39,19711,"Monday",1284409623,1,"AUTOMOTIVE",250
39,19711,"Monday",7061217217,1,"AUTOMOTIVE",4007
39,19711,"Monday",7061217423,1,"AUTOMOTIVE",4007
39,19711,"Monday",4316894531,2,"HARDWARE",5205
39,19711,"Monday",76163520390,1,"PRODUCE",3509
8,19712,"Monday",7146424060,1,"PRODUCE",7916
8,19712,"Monday",4900000044,1,"DSD GROCERY",9546
8,19716,"Monday",4900000764,1,"DSD GROCERY",9546
40,19718,"Monday",8768400099,1,"DSD GROCERY",4624
40,19718,"Monday",4400003219,1,"DSD GROCERY",3605
